day,date,base_region_1,base_region_2,base_region_3,base_region_4,base_state,now_region_1,now_region_2,now_region_3,now_region_4,now_state,now_1_p,now_2_p,now_3_p,now_4_p,now_5_p
Fri,2021-04-09,15646.0,9973.0,16371.0,15560.0,14973.0,15255.0,10057.0,15596.0,14994.0,14653.0,-0.024990412885082414,0.008422741401784783,-0.04733980819742223,-0.03637532133676091,-0.021371802577973664
Sat,2021-04-10,12420.2,8728.2,13595.6,12682.2,12358.4,12242.0,8271.0,12841.0,13161.0,12199.0,-0.014347595046778738,-0.052381934419468035,-0.055503251051810865,0.03775370203907835,-0.012898109787674805
Sun,2021-04-11,11363.0,7700.25,11940.5,10988.0,10931.1,11532.0,8178.0,11454.0,11272.0,10983.0,0.014872832878641162,0.06204344014804719,-0.040743687450274235,0.025846377866763692,0.004747921069242711
Mon,2021-04-12,14098.0,8992.0,15258.0,13957.0,13709.0,13373.0,8763.0,13807.0,13694.0,13038.0,-0.051425734146687496,-0.025467081850533813,-0.09509765368986756,-0.018843591029590878,-0.04894594791742646
Tue,2021-04-13,14218.0,9070.0,15670.0,14512.0,14042.0,13668.0,9018.0,14056.0,14265.0,13356.0,-0.038683359122239414,-0.005733186328555684,-0.10299936183790681,-0.017020396912899693,-0.04885343968095712
Wed,2021-04-14,14511.0,9162.0,15783.0,14677.0,14188.0,13750.0,9092.0,14085.0,14181.0,13380.0,-0.052442974295362155,-0.0076402532198209805,-0.10758410948488883,-0.03379437214689651,-0.05694953481815623
Thu,2021-04-15,15085.0,9430.5,15870.0,14889.375,14439.0,14485.0,9414.0,14742.0,14684.0,13972.0,-0.03977461054027176,-0.0017496421186575795,-0.07107750472589791,-0.013793392939596139,-0.0323429600387839
Fri,2021-04-16,15817.3,10118.8,16331.5,15667.0,15024.3,15126.0,9905.0,15366.0,15386.0,14593.0,-0.0437053100086614,-0.021128987626991225,-0.05911888069068982,-0.017935788600242586,-0.02870682827153337
Sat,2021-04-17,12667.625,8780.0,14090.375,12638.875,12676.0,12075.0,7760.0,12862.0,13027.0,12080.0,-0.04678264473411553,-0.11617312072892938,-0.08717830433895479,0.03070882495475269,-0.04701798674660773
Sun,2021-04-18,11347.75,7646.3125,11794.125,10918.0,10834.0,11327.0,7168.0,10907.0,10805.0,10450.0,-0.0018285563217378398,-0.06255466278680077,-0.07521753415365706,-0.010349880930573319,-0.03544397267860444
Mon,2021-04-19,14421.0,9104.0,15212.0,13916.0,13763.0,13378.0,8724.0,13754.0,13609.0,12963.0,-0.07232508147839956,-0.04173989455184535,-0.09584538522219299,-0.02206093705087664,-0.05812686187604443
Tue,2021-04-20,14240.0,8916.0,15450.0,14246.0,13858.0,13556.0,8882.0,14208.0,14327.0,13394.0,-0.048033707865168584,-0.0038133692238672134,-0.08038834951456308,0.0056858065421871995,-0.033482465002164785
Wed,2021-04-21,14398.0,9164.0,15590.0,14455.0,14024.0,13771.0,8985.0,14295.0,14452.0,13519.0,-0.04354771496041121,-0.01953295504146657,-0.08306606799230276,-0.00020754064337602518,-0.03600969766115236
Thu,2021-04-22,14994.6666666667,9522.0,15884.3333333333,14644.6666666667,14370.6666666667,14323.0,9218.0,14719.0,14500.0,13860.0,-0.044793704428243264,-0.031926065952531,-0.07336369168782464,-0.009878454044705665,-0.035535349786604664
Fri,2021-04-23,15745.0,10169.0,16439.0,15499.0,15044.0,15302.0,9889.0,15232.0,14805.0,14424.0,-0.028135916163861574,-0.027534664175435153,-0.07342295760082729,-0.044777082392412404,-0.041212443499069384
Sat,2021-04-24,12533.0,8429.0,13935.0,12411.0,12413.0,11203.0,7531.0,12034.0,11956.0,11273.0,-0.10611984361286209,-0.10653695574801281,-0.13641908862576246,-0.036661026508742256,-0.09183920083783126
Sun,2021-04-25,11555.0,7656.0,12432.0,10719.0,11096.0,11538.0,7774.0,11304.0,10942.0,10775.0,-0.0014712245781046684,0.01541274817136884,-0.09073359073359077,0.020804179494355868,-0.02892934390771451
Mon,2021-04-26,13909.0,8865.0,15121.0,13975.0,13599.0,13560.0,8796.0,13866.0,13589.0,13056.0,-0.025091667265799145,-0.007783417935702253,-0.0829971562727333,-0.027620751341681626,-0.03992940657401278
Tue,2021-04-27,14040.0,9040.0,15544.0,14351.0,13905.0,13660.0,8993.0,14161.0,13999.0,13328.0,-0.027065527065527117,-0.0051991150442477485,-0.08897323726196604,-0.02452790746289457,-0.041495864796835646
Wed,2021-04-28,14416.0,9243.0,15640.0,14442.0,14076.0,13827.0,9113.0,13855.0,14214.0,13272.0,-0.04085738068812428,-0.01406469760900142,-0.11413043478260865,-0.01578728707935184,-0.05711849957374249
Thu,2021-04-29,14927.0,9514.0,16009.0,14891.0,14469.0,14257.0,9497.0,14029.0,13729.0,13371.0,-0.04488510752328001,-0.0017868404456590214,-0.12368042975826099,-0.07803371163790207,-0.0758863777731702
Fri,2021-04-30,15862.0,10035.0,16526.0,15879.0,15163.0,15433.0,10129.0,15579.0,15444.0,14798.0,-0.027045769764216354,0.009367214748380759,-0.05730364274476585,-0.027394672208577386,-0.02407175361076308
Sat,2021-05-01,12446.8,8424.0,14004.8,12740.6,12552.1,13181.0,8073.0,13006.0,13535.0,12494.0,0.05898704888003348,-0.04166666666666663,-0.07131840511824517,0.06235185156115097,-0.004628707546944333
Sun,2021-05-02,11188.0,7527.0,12406.0,10733.8,11078.7,11661.0,7386.0,10936.0,10233.0,10435.0,0.04227744011440837,-0.018732562774013584,-0.11849105271642757,-0.04665635655592604,-0.05810248494859516
Mon,2021-05-03,14106.0,8947.0,15236.0,14450.0,13802.0,12822.0,8560.0,13123.0,13412.0,12522.0,-0.09102509570395578,-0.04325472225326921,-0.13868469414544504,-0.07183391003460204,-0.09274018258223449
Tue,2021-05-04,14301.0,9002.0,15315.0,14509.0,13913.0,12908.0,7947.0,13150.0,13425.0,12474.0,-0.09740577581987275,-0.11719617862697174,-0.14136467515507667,-0.07471224757047346,-0.10342844821390063
Wed,2021-05-05,14527.0,9187.0,15657.0,14533.0,14136.0,14309.0,9280.0,14510.0,14896.0,13856.0,-0.015006539547050335,0.010122999891150508,-0.07325796768218684,0.02497763710176848,-0.019807583474816037
Thu,2021-05-06,15108.0,9542.5,16095.0,15068.5,14603.0902949665,15128.0,9609.0,14594.0,14611.0,14007.0,0.001323801959226989,0.00696882368352103,-0.09325877601739674,-0.030361349835750118,-0.04081946238269607
Fri,2021-05-07,15858.0,10001.0,16503.0,15565.0,15089.0,15787.0,10101.0,15723.0,15794.0,14979.0,-0.0044772354647496515,0.009999000099990107,-0.047264133793855634,0.014712495984580798,-0.007290078865398675
Sat,2021-05-08,12411.5,8418.0,14028.0,12834.5,12527.5,13205.0,8451.0,13300.0,13661.0,12699.0,0.06393264311324165,0.003920171062010036,-0.05189620758483038,0.06439674315321975,0.013689882259030117
Sun,2021-05-09,11063.5,7458.5,12220.25,11021.0,10951.25,11653.0,7650.0,10444.0,10646.0,10303.0,0.05328331902200922,0.025675403901588734,-0.14535300014320496,-0.0340259504582161,-0.05919415591827415
Mon,2021-05-10,14031.0,9088.0,15368.0,14211.0,13809.0,14040.0,9007.0,14022.0,14128.0,13374.0,0.0006414368184732844,-0.008912852112676006,-0.08758459135866736,-0.005840546055872253,-0.03150119487290892
Tue,2021-05-11,14123.0,9109.0,15594.0,14716.0,14042.0,14154.0,9008.0,14233.0,13744.0,13413.0,0.002195001062097246,-0.011087935009331473,-0.08727715788123636,-0.066050557216635,-0.044794188861985496
Wed,2021-05-12,14551.0,9165.0,15681.0,14894.0,14203.0,14086.0,8810.0,14266.0,14637.0,13568.0,-0.031956566558999366,-0.03873431533006,-0.09023659205407819,-0.017255270578756532,-0.044708864324438546
Thu,2021-05-13,14936.0,9571.0,16181.0,15246.0,14635.0,14210.0,9117.0,14553.0,14899.0,13826.0,-0.048607391537225486,-0.04743495977431822,-0.10061182868796736,-0.022760068214613627,-0.055278442090878066
Fri,2021-05-14,15783.0,10022.0,16639.0,16205.0,15283.0,15023.0,9624.0,15383.0,15544.0,14569.0,-0.04815307609453212,-0.0397126322091399,-0.07548530560730815,-0.0407898796667695,-0.04671857619577313
Sat,2021-05-15,12290.0,8407.0,14121.0,13258.0,12642.0,11905.0,7873.0,13129.0,13421.0,12263.0,-0.03132628152969896,-0.06351849649101937,-0.07024998229587143,0.01229446372001819,-0.02997943363391864
Sun,2021-05-16,11316.0,7608.0,12213.0,10740.0,10956.0,11328.0,7539.0,11241.0,11269.0,10756.0,0.0010604453870626251,-0.009069400630914881,-0.07958732498157706,0.049255121042830474,-0.01825483753194601
Mon,2021-05-17,13974.0,8932.0,15309.0,14189.0,13753.0,13560.0,8722.0,13950.0,13611.0,13098.0,-0.02962644911979395,-0.023510971786833812,-0.08877131099353319,-0.04073578123898791,-0.0476259725150876
Tue,2021-05-18,14137.0,9022.0,15629.0,14345.0,13974.0,13702.0,8906.0,14255.0,14207.0,13415.0,-0.030770319021008685,-0.0128574595433385,-0.08791349414549876,-0.009620076681770673,-0.040002862458852206
Wed,2021-05-19,14391.0,9062.0,15868.0,14568.0,14174.0,13941.0,9118.0,14423.0,14543.0,13634.0,-0.03126954346466537,0.006179651291105648,-0.09106377615326444,-0.0017160900604064055,-0.038097925779596475
Thu,2021-05-20,15287.0,9725.0,16356.0,15165.0,14801.0,14333.0,9435.0,14836.0,14834.0,14007.0,-0.06240596585333946,-0.029820051413881776,-0.09293225727561749,-0.02182657434882951,-0.053645023984865925
Fri,2021-05-21,15468.0,9887.0,16429.0,15354.0,14951.0,14903.0,9713.0,15640.0,15437.0,14658.0,-0.03652702353245407,-0.017598867199352664,-0.04802483413476166,0.005405757457340066,-0.019597351347735992
Sat,2021-05-22,12361.5,8453.0,14116.5,13019.5,12597.5,12033.0,8114.0,13352.0,13376.0,12422.0,-0.026574444848926126,-0.040104105051461,-0.05415648354762159,0.027382003917201025,-0.01393133558245685
Sun,2021-05-23,11169.5,7555.0,12242.0,10745.0,10926.0,11168.0,7408.0,11517.0,11150.0,10818.0,-0.00013429428353994854,-0.019457313037723356,-0.05922234928933179,0.03769194974406709,-0.009884678747940745
Mon,2021-05-24,14024.5,8931.0,15334.0,14057.0,13738.0,13538.0,8786.0,13981.0,13760.0,13153.0,-0.03468929373596208,-0.016235583921173413,-0.08823529411764708,-0.021128263498612743,-0.04258261755714077
Tue,2021-05-25,14171.0,8986.0,15624.5,14147.0,13915.0,13687.0,8733.0,14384.0,14286.0,13477.0,-0.03415425869733968,-0.028154907634097448,-0.07939454062530005,0.009825404679437266,-0.03147682357168524
Wed,2021-05-26,14259.0,9068.0,15601.0,14193.0,13889.0,14034.0,9149.0,14513.0,14216.0,13640.0,-0.015779507679360427,0.008932509925011045,-0.0697391192872252,0.001620517156344592,-0.01792785657714735
Thu,2021-05-27,14794.0,9425.0,15925.0,14531.0,14317.0,14842.0,9745.0,15337.0,14477.0,14316.0,0.0032445586048397423,0.03395225464190976,-0.03692307692307695,-0.003716192966760734,-6.984703499335332e-05
Fri,2021-05-28,15468.0,9887.0,16429.0,15354.0,14951.0,15046.0,10030.0,15383.0,15123.0,14543.0,-0.027282130850788677,0.01446343683624951,-0.06366790431553959,-0.01504493942946461,-0.027289144538826804
Sat,2021-05-29,12221.6666666667,8177.66666666667,13435.0,12750.3333333333,12171.6666666667,12366.0,8697.0,13132.0,13333.0,12442.0,0.011809627710347659,0.06350629763991322,-0.02255303312244139,0.04569815168231184,0.02221005066410786
Sun,2021-05-30,10195.0,7043.0,11830.0,10830.0,10515.0,10677.0,7523.0,11135.0,11497.0,10639.0,0.047278077488965176,0.06815277580576451,-0.05874894336432801,0.06158818097876262,0.011792677127912432
Mon,2021-05-31,10834.0,7120.0,11303.0,10087.0,10259.0,11408.0,7667.0,10916.0,10853.0,10542.0,0.052981354993538954,0.07682584269662929,-0.034238697690878506,0.07593932784772472,0.027585534652500243
Tue,2021-06-01,14205.0,8950.0,15620.0,13949.0,13856.0,14067.0,9091.0,14317.0,13736.0,13440.0,-0.00971488912354801,0.015754189944134023,-0.08341869398207424,-0.01526991182163595,-0.03002309468822173
Wed,2021-06-02,14245.0,9197.75,15735.0,14406.0,14118.7107973198,14102.0,8941.0,13571.0,14271.0,13167.0,-0.010038610038610063,-0.02791443559566198,-0.13752780425802347,-0.009371095376926264,-0.0674077690932281
Thu,2021-06-03,14896.0,9500.0,15908.0,14837.5,14429.9422001138,14305.0,8877.0,14640.0,14630.0,13804.0,-0.03967508055853919,-0.06557894736842107,-0.07970832285642449,-0.01398483572030329,-0.04337801159791632
Fri,2021-06-04,15726.5,10189.5,16733.5,15667.0,15205.0,15259.0,9568.0,15681.0,15472.6787365177,14594.3188037438,-0.02972689409595264,-0.060994160655576835,-0.0628977799025906,-0.012403221004806286,-0.04016318291721144
Sat,2021-06-05,12531.0,8602.0,14126.6666666667,12767.3333333333,12587.3333333333,12668.0,8582.0,13290.0,12904.0,12469.0,0.010932886441624712,-0.0023250406882120433,-0.059226050023598265,0.010704401858913526,-0.009400985117311023
Sun,2021-06-06,11220.0,7659.66666666667,12327.6666666667,10659.6666666667,10957.6666666667,11127.0,7646.0,11054.0,10710.0,10533.0,-0.008288770053475947,-0.0017842377823233946,-0.10331774058351384,0.0047218487132147935,-0.038755209442402516
Mon,2021-06-07,13875.0,8909.0,15560.0,13901.0,13735.0,13039.0,8581.0,13922.0,13453.0,12959.0,-0.06025225225225228,-0.036816702211247,-0.10526992287917736,-0.032227897273577444,-0.056497997815799006
Tue,2021-06-08,14338.0,9282.0,15750.0,14395.0,14095.0,13674.0,8740.0,14232.0,13010.0,13135.0,-0.04631050355698141,-0.058392587804352525,-0.09638095238095234,-0.09621396318166031,-0.0681092586023413
Wed,2021-06-09,14633.0,9495.0,15959.0,14566.0,14321.0,14125.0,8883.0,14127.0,13677.0,13304.0,-0.03471605275746603,-0.06445497630331753,-0.11479416003508991,-0.06103254153508175,-0.0710145939529363
Thu,2021-06-10,14975.0,9789.0,16222.0,14944.0,14628.0,14628.0,9103.0,14791.0,14413.0,13922.0,-0.02317195325542576,-0.07007865972009397,-0.08821353717174207,-0.03553265524625271,-0.048263604047033115
Fri,2021-06-11,15847.0,10229.0,16734.0,15691.0,15240.0,14901.0,9848.0,15549.0,14999.0,14552.0,-0.0596958414841926,-0.03724704272167367,-0.07081391179634278,-0.04410171435854948,-0.04514435695538055
Sat,2021-06-12,12820.0,8798.0,14202.0,12874.0,12746.0,12851.0,8797.0,13532.0,13067.0,12688.0,0.0024180967238689455,-0.00011366219595365656,-0.04717645402056048,0.01499145564704052,-0.0045504471991213435
Sun,2021-06-13,11413.0,7778.0,12366.0,10957.0,11109.0,11784.0,8004.0,11513.0,10816.0,10943.0,0.03250679050205907,0.02905631267678066,-0.0689794598091541,-0.01286848589942502,-0.014942839139436503
Mon,2021-06-14,14380.0,9165.0,15297.0,13768.0,13754.0,13903.0,8934.0,14152.0,13870.0,13351.0,-0.03317107093184979,-0.02520458265139114,-0.07485127802837155,0.007408483439860447,-0.02930056710775042
Tue,2021-06-15,14311.25,9057.0,15660.25,14229.0,14044.0163213366,13824.0,9037.0,14575.0,14412.0,13676.0,-0.03404664162808979,-0.002208236722976653,-0.06929965996711418,0.012861058401855363,-0.02620449256937163
Wed,2021-06-16,14464.6666666667,9194.66666666667,15759.6666666667,14541.3333333333,14188.2270122692,14201.0,9107.0,14878.0,14700.0,13959.0,-0.01822832649675299,-0.009534512761021241,-0.055944499672160974,0.010911424903724987,-0.016156142136080742
Thu,2021-06-17,14600.0,9631.0,16010.0,14710.0,14337.0,14727.0,9557.0,15118.0,14830.0,14259.0,0.00869863013698624,-0.0076835219603363925,-0.05571517801374137,0.008157715839564927,-0.005440468717304858
Fri,2021-06-18,15781.0,10018.0,16581.0,15321.0,15009.0,15333.0,10039.0,16035.0,15431.0,15001.0,-0.028388568531778735,0.002096226791774791,-0.03292925637778177,0.007179688009921081,-0.0005330135252181734
Sat,2021-06-19,12483.0,8601.0,14057.0,12170.0,12374.0,13197.0,8908.0,13936.0,13594.0,13078.0,0.05719778899303063,0.035693524008836075,-0.008607811054990422,0.11700903861955636,0.05689348634233071
Sun,2021-06-20,11224.0,7699.0,12346.0,10272.0,10868.0,11657.0,7917.0,11705.0,11192.0,11095.0,0.0385780470420527,0.02831536563190018,-0.05191965008909771,0.08956386292834884,0.020887007729113005
Mon,2021-06-21,14261.0,9050.0,15267.5,13774.5,13765.9350904927,13615.0,8892.0,13977.0,13620.0,13170.0,-0.045298366173480153,-0.017458563535911575,-0.08452595382348127,-0.011216378089948797,-0.04329056374123663
Tue,2021-06-22,14367.0,8975.0,15666.0,14167.0,13939.0,13706.0,9157.0,14700.0,14553.0,13772.0,-0.0460082132665135,0.020278551532033395,-0.06166219839142095,0.027246417731347394,-0.011980773369682174
Wed,2021-06-23,14516.0,9236.0,15907.5,14652.0,14296.0005194956,14269.0,9353.0,14903.0,14558.0,13975.0,-0.017015706806282727,0.012667821567778237,-0.06314631463146314,-0.006415506415506367,-0.02245386876265487
Thu,2021-06-24,15182.0,9616.0,16116.0,14827.0,14603.9681770801,14862.0,9746.0,15209.0,14799.0,14332.0,-0.021077591885127145,0.013519134775374475,-0.05627947381484244,-0.001888446752546069,-0.018622895762463676
Fri,2021-06-25,15892.0,10217.0,16514.0,15584.0,15073.0,15301.0,10173.0,15825.0,15089.0,14834.0,-0.03718852252705762,-0.00430654791034546,-0.04172217512413712,-0.03176334702258732,-0.015856166655609405
Sat,2021-06-26,13333.0,8910.0,14525.0,12844.0,12928.0,13331.0,8768.0,14002.0,13305.0,13056.0,-0.00015000375009377453,-0.01593714927048262,-0.03600688468158353,0.035892245406415446,0.00990099009900991
Sun,2021-06-27,11428.0,7694.0,12429.0,10970.0,11086.0,11709.0,7726.0,11458.0,11236.0,10961.0,0.024588729436471723,0.0041590850012998,-0.07812374285944168,0.02424794895168647,-0.011275482590654917
Mon,2021-06-28,14142.0,8935.0,15238.0,13781.0,13595.0,13898.0,9010.0,14080.0,13804.0,13317.0,-0.017253570923490336,0.008393956351427034,-0.07599422496390607,0.001668964516363003,-0.020448694372931175
Tue,2021-06-29,14429.5,9042.5,15266.0,13982.0,13741.5,13791.0,9053.0,14399.0,14479.0,13584.0,-0.044249627499220345,0.0011611833010782835,-0.056792873051224935,0.035545701616363834,-0.011461630826329006
Wed,2021-06-30,14462.0,9068.0,15496.0,14266.0,13899.0,14546.0,9344.0,14986.0,14410.0,14045.0,0.0058083252662148865,0.030436700485222845,-0.03291171915332991,0.010093929622879472,0.010504352831139041
Thu,2021-07-01,14794.0,9425.0,15925.0,14531.0,14317.0,15003.0,9777.0,14970.0,14536.8656716418,14172.2238723486,0.014127348925240035,0.037347480106100894,-0.059968602825745676,0.0004036660685293736,-0.010112183254271101
Fri,2021-07-02,15781.0,10018.0,16581.0,15321.0,15009.0,15616.0,10441.0,16152.0,15531.0,15171.0,-0.01045561117799887,0.04222399680574962,-0.02587298715397146,0.013706677109849297,0.010793523885668677
Sat,2021-07-03,12221.6666666667,8177.66666666667,13435.0,12750.3333333333,12171.6666666667,12517.0,8765.0,13084.0,13156.0,12432.0,0.02416473476066816,0.0718216280112498,-0.026125790844808372,0.031816161668978715,0.021388470491575884
Sun,2021-07-04,10061.0,6587.0,10952.0,10479.0,9942.0,9392.0,6628.0,10048.0,10668.0,9613.0,-0.06649438425603815,0.0062243813572187,-0.08254200146092039,0.018036072144288484,-0.03309193321263326
Mon,2021-07-05,11408.0,7667.0,10916.0,10853.0,10542.0,12140.0,8283.0,11524.0,10990.0,11090.0,0.06416549789621318,0.08034433285509324,0.05569805789666549,0.012623237814429089,0.05198254600645047
Tue,2021-07-06,14205.0,8950.0,15620.0,13949.0,13856.0,13770.0,8916.0,14308.0,14093.0,13438.0,-0.03062302006335793,-0.003798882681564253,-0.08399487836107555,0.01032332066814834,-0.030167436489607402
Wed,2021-07-07,14462.0,9068.0,15496.0,14266.0,13899.0,14070.0,9067.0,14243.0,14427.0,13556.0,-0.027105517909002952,-0.00011027790030881945,-0.08085957666494581,0.011285574092247286,-0.024678034390963388
Thu,2021-07-08,14839.0,9592.0,15910.0,14874.0,14390.0,14584.0,9382.0,15178.0,14691.0,14191.0,-0.01718444639126626,-0.021893244370308595,-0.046008799497171626,-0.012303348124243607,-0.0138290479499652
Fri,2021-07-09,15791.0,10097.0,16598.0,15651.0,15118.0,15283.0,9755.0,15638.0,14124.0,14491.0,-0.032170223545057275,-0.033871446964444885,-0.05783829377033378,-0.09756565075714008,-0.04147373991268688
Sat,2021-07-10,12868.0,8360.0,13764.0,12719.0,12431.0,13171.0,8743.0,13550.0,13128.0,12769.0,0.023546782716816983,0.04581339712918653,-0.01554780587038651,0.032156616086170375,0.02719008929289668
Sun,2021-07-11,11598.0,7591.0,12169.0,10716.0,11034.2285693456,11730.0,7603.0,10797.0,10893.0,10554.0,0.011381272633212536,0.001580819391384436,-0.11274550086284818,0.01651735722284431,-0.04352171665899074
Mon,2021-07-12,14182.0,9035.0,15210.0,13666.8333333333,13704.7876419085,13697.0,8823.0,14169.0,13818.0,13311.0,-0.03419827950923704,-0.023464305478693936,-0.06844181459566079,0.011060840721457188,-0.028733582175641925
Tue,2021-07-13,14324.0,8937.0,15558.0,14191.3333333333,13968.9318943596,13836.0,8820.0,14447.0,14473.0,13613.0,-0.03406869589500139,-0.01309164149043307,-0.07141020696747657,0.01984779442852691,-0.025480251249798136
Wed,2021-07-14,14672.3333333333,9161.33333333333,15827.0,14464.0,14242.7415823013,14077.0,9211.0,14827.0,14660.0,13923.0,-0.04057523229661042,0.005421336050065895,-0.06318316800404378,0.013550884955752185,-0.022449440682026145
Thu,2021-07-15,14942.0,9551.0,15925.0,14679.0,14352.0,14739.0,9608.0,15140.0,14886.0,14293.0,-0.013585865346004589,0.005967961470003225,-0.04929356357927783,0.014101778050275904,-0.004110925306577529
Fri,2021-07-16,15864.0,10075.0,16774.0,15297.0,15084.0,15295.0,9902.0,15845.0,15274.0,14857.0,-0.03586737266767526,-0.01717121588089332,-0.05538333134613094,-0.0015035627900895632,-0.015049058605144494
Sat,2021-07-17,12757.0,8390.0,13888.0,12857.0,12477.0,13345.0,9004.0,13632.0,13118.0,12873.0,0.046092341459590846,0.07318235995232425,-0.018433179723502335,0.02030022555806177,0.03173839865352246
Sun,2021-07-18,11623.0,7656.0,12011.0,10906.0,10927.0,11560.0,8011.0,11131.0,10670.0,10701.0,-0.005420287361266429,0.04636886102403337,-0.07326617267504787,-0.021639464514945916,-0.020682712546902127
Mon,2021-07-19,14161.0,8968.33333333333,15206.0,13445.0,13656.993390344,13838.0,8857.0,13991.0,13781.0,13250.0,-0.02280912364945975,-0.012414049433190577,-0.07990266999868478,0.02499070286351812,-0.029801097409314026
Tue,2021-07-20,14376.0,9056.0,15513.0,14425.0,14006.6175250907,13893.0,8902.0,14505.0,14285.0,13636.0,-0.03359766277128551,-0.0170053003533569,-0.06497776058789406,-0.009705372616984453,-0.026460173159351008
Wed,2021-07-21,14740.0,9235.0,15687.0,14614.0,14142.0,14146.0,9144.0,14654.0,14752.0,13863.0,-0.040298507462686595,-0.009853817000541443,-0.06585070440492125,0.009442999863144896,-0.0197284683920238
Thu,2021-07-22,15354.0,9548.0,15963.0,14852.0,14469.0,14820.0,9353.0,14728.0,14625.0,14014.0,-0.03477921062915201,-0.020423125261834985,-0.07736640982271503,-0.015284136816590355,-0.03144654088050314
Fri,2021-07-23,16084.0,9954.0,16575.0,15629.0,15094.0,15246.0,9929.0,15644.0,15204.0,14732.0,-0.052101467296692405,-0.0025115531444644956,-0.056168929110105625,-0.027193038582122964,-0.023983039618391433
Sat,2021-07-24,12946.0,8046.0,14036.0,12987.0,12559.0,13114.0,9034.0,13669.0,13133.0,12862.0,0.012976981306967339,0.12279393487447177,-0.026147050441721276,0.011242011242011296,0.024126124691456363
Sun,2021-07-25,11697.0,7573.0,12283.0,11084.0,11087.0,11756.0,7794.0,11217.0,11050.0,10824.0,0.005044028383346166,0.02918262247458081,-0.08678661564764312,-0.0030674846625766694,-0.023721475602056508
Mon,2021-07-26,14223.0,9009.0,15029.0,13537.0,13478.0,13780.0,8793.0,13776.0,13462.0,13051.0,-0.03114673416297542,-0.02397602397602394,-0.08337214718211461,-0.005540370835487973,-0.03168125834693569
Tue,2021-07-27,14519.0,9070.0,15191.0,14190.0,13761.0,13911.0,8858.0,14348.0,14238.0,13535.0,-0.0418761622701288,-0.023373759647188574,-0.05549338424066885,0.0033826638477800763,-0.016423225056318547
Wed,2021-07-28,14815.0,9181.0,15721.0,14575.0,14124.0,14212.0,9090.25296442688,14581.0,14329.0,13758.8804672568,-0.040701991225109646,-0.009884221280156869,-0.07251447108962539,-0.016878216123499157,-0.02585100061903145
Thu,2021-07-29,15190.0,9621.0,16054.0,14879.0,14475.0,14765.0,9286.0,14820.0,14592.0,14034.0,-0.02797893350888747,-0.03481966531545577,-0.07686557867198207,-0.019288930707708873,-0.03046632124352333
Fri,2021-07-30,15493.0,10087.0,16576.0,15684.0,15024.0,15444.0,9891.0,15648.0,15490.0,14821.0,-0.0031627186471309132,-0.019430950728660634,-0.055984555984555984,-0.012369293547564442,-0.013511714589989343
Sat,2021-07-31,12934.0,8474.0,13846.0,12693.0,12449.0,13447.0,8407.0,13821.0,13138.0,12930.0,0.039662903974021946,-0.007906537644559841,-0.0018055756175068272,0.035058693768218685,0.03863764157763683
Sun,2021-08-01,11660.0,7614.5,12147.0,10995.0,11007.0,11886.0,7574.0,11495.0,11110.0,10982.0,0.01938250428816457,-0.005318799658546203,-0.05367580472544664,0.010459299681673473,-0.002271281911510825
Mon,2021-08-02,14078.0,8861.0,15379.0,13999.0,13641.0,13891.0,8702.0,14081.0,13339.0,13203.0,-0.013283136809205898,-0.017943798668321853,-0.08440080629429747,-0.047146224730337916,-0.03210908291181003
Tue,2021-08-03,14285.0,8900.0,15585.6331228821,14370.0,13996.1205571555,14005.0,8810.0,14401.0,13893.0,13503.0,-0.01960098004900246,-0.010112359550561778,-0.07600802056240352,-0.0331941544885177,-0.03523266001759273
Wed,2021-08-04,14466.0,8928.0,15624.0,14076.0,13841.0,14046.0,8761.0,14691.0,14181.0,13657.0,-0.02903359601824973,-0.018705197132616536,-0.05971582181259605,0.007459505541346889,-0.013293837150494925
Thu,2021-08-05,14993.0,9210.0,16006.0,14559.0,14251.0,14650.0,9072.0,15016.0,14368.0,14004.0,-0.022877342759954677,-0.014983713355048889,-0.061851805572910146,-0.013119032900611338,-0.01733211704441795
Fri,2021-08-06,15709.0,9776.0,16321.0,15163.0,14762.0,15242.0,9617.0,15603.0,14961.0,14579.0,-0.029728181297345446,-0.016264320785597364,-0.043992402426321964,-0.013321901998285313,-0.012396694214875992
Sat,2021-08-07,12410.0,8157.0,13715.0,12806.0,12270.0,12744.0,8214.0,13360.0,12822.0,12431.0,0.026913779210314237,0.006987863184994447,-0.025884068538096994,0.0012494143370294086,0.01312143439282809
Sun,2021-08-08,11067.0,7232.0,11900.0,10807.0,10661.0,11699.0,7630.0,11396.0,10868.0,10812.0,0.0571067136532033,0.05503318584070804,-0.04235294117647059,0.0056444896826131075,0.014163774505205895
Mon,2021-08-09,14021.0,8699.0,14999.0,13931.0,13441.0,13761.0,8620.0,14000.0,13345.0,13068.0,-0.018543613151701055,-0.009081503621105824,-0.06660444029601975,-0.04206446055559543,-0.02775091139052155
Tue,2021-08-10,14362.0,8939.5,15167.0,14168.0,13692.0,13799.0,8567.0,14201.0,13684.0,13236.0,-0.039200668430580676,-0.041668997147491504,-0.06369090789213427,-0.03416149068322982,-0.033304119193689696
Wed,2021-08-11,14620.0,9064.0,15620.0,14634.0,14033.0,14078.0,8842.0,14370.0,14048.0,13473.0,-0.03707250341997259,-0.024492497793468626,-0.08002560819462223,-0.04004373377067105,-0.0399059360079812
